,STNNBR,SAMPNO,Unnamed: 0,EXPOCODE,SECT_ID,CASTNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,ARGON,ARGON_FLAG_W,TRITER,HELIER,DELHER,ARGONER,KRYPTON,KRYPTON_FLAG_W,KRYPTONER,XENON,XENON_FLAG_W,XENONER,14C-DOC,14C-DOC_FLAG_W,14C-DOCERR,13C-DOC,13C-DOC_FLAG_W,13C-DOCERR,THETA,SALTREF,SALTREF_FLAG_W,SBE35,SBE35_FLAG_W,CHLORA,CHLORA_FLAG_W,N2O,N2O_FLAG_W,woce_lines,startDate,endDate,source
1044,45.0,17.0,1045,33RO20150410,     P16N.1,1.0,17.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,275.1,11.9281,34.8446,2.0,34.8422,2.0,71.8,2.0,68.9,2.0,21.9,2.0,27.4,2.0,0.01,2.0,1.81,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,11.8923,35.0065,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1045,45.0,16.0,1046,33RO20150410,     P16N.1,1.0,16.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,350.5,10.5431,34.7591,2.0,34.7569,2.0,49.4,2.0,40.7,2.0,28.1,2.0,32.7,2.0,0.01,2.0,2.14,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,10.5008,34.9208,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1046,45.0,15.0,1047,33RO20150410,     P16N.1,1.0,15.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,433.0,8.4787,34.6444,2.0,34.6421,2.0,51.0,2.0,50.7,2.0,35.4,2.0,36.1,2.0,0.01,2.0,2.34,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,8.4329,34.8055,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1047,45.0,14.0,1048,33RO20150410,     P16N.1,1.0,14.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,551.1,7.0695,34.5782,2.0,34.5771,2.0,57.0,2.0,58.0,2.0,46.7,2.0,38.2,2.0,0.0,2.0,2.53,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,7.0166,34.7401,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1048,45.0,13.0,1049,33RO20150410,     P16N.1,1.0,13.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,700.0,6.0325,34.5526,2.0,34.551,2.0,67.4,2.0,67.7,2.0,58.1,2.0,39.1,2.0,0.0,2.0,2.63,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,5.9701,34.7139,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1049,45.0,12.0,1050,33RO20150410,     P16N.1,1.0,12.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,850.6,5.1278,34.5454,2.0,34.5439,2.0,82.7,2.0,82.6,2.0,70.9,2.0,38.6,2.0,0.0,2.0,2.64,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,5.057,34.7068,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1050,45.0,11.0,1051,33RO20150410,     P16N.1,1.0,11.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,1000.2,4.4843,34.5558,2.0,34.5548,2.0,82.3,2.0,83.2,2.0,84.4,2.0,39.4,2.0,0.01,2.0,2.73,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,4.4048,34.7177,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1051,45.0,10.0,1052,33RO20150410,     P16N.1,1.0,10.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,1168.2,4.0193,34.569,2.0,34.5677,2.0,82.9,2.0,82.7,2.0,95.2,2.0,39.7,2.0,0.01,2.0,2.78,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,3.9291,34.7307,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1052,45.0,9.0,1053,33RO20150410,     P16N.1,1.0,9.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,1401.4,3.4086,34.5894,2.0,34.5886,2.0,87.5,2.0,87.9,2.0,109.3,2.0,39.6,2.0,0.0,2.0,2.8,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,3.3045,34.7517,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1053,45.0,8.0,1054,33RO20150410,     P16N.1,1.0,8.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,1731.8,2.6788,34.6188,2.0,34.6172,2.0,102.0,2.0,102.2,2.0,124.6,2.0,38.9,2.0,0.01,2.0,2.78,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,2.5553,34.7805,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1054,45.0,7.0,1055,33RO20150410,     P16N.1,1.0,7.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,2132.5,2.091,34.6517,2.0,34.651,2.0,110.6,2.0,111.7,2.0,141.3,2.0,38.4,2.0,0.0,2.0,2.8,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.9418,34.8144,6.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1055,45.0,6.0,1056,33RO20150410,     P16N.1,1.0,6.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,2533.9,1.8314,34.6652,2.0,34.6664,2.0,124.4,2.0,124.6,2.0,143.5,2.0,37.5,2.0,0.0,2.0,2.7,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.6511,34.8298,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1056,45.0,5.0,1057,33RO20150410,     P16N.1,1.0,5.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,2934.4,1.678,34.6748,2.0,34.6723,2.0,133.6,2.0,134.1,2.0,145.2,2.0,37.0,2.0,0.0,2.0,2.66,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.4635,34.8358,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1057,45.0,4.0,1058,33RO20150410,     P16N.1,1.0,4.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,3332.9,1.5672,34.6811,2.0,34.6787,2.0,145.2,2.0,145.6,2.0,141.6,6.0,36.1,6.0,0.0,6.0,2.58,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.3163,34.8423,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1058,45.0,3.0,1059,33RO20150410,     P16N.1,1.0,3.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,3732.9,1.4323,34.6919,2.0,34.691,2.0,155.9,2.0,155.8,2.0,143.4,6.0,35.5,6.0,0.0,6.0,2.53,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.1437,34.8545,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1059,45.0,2.0,1060,33RO20150410,     P16N.1,1.0,2.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,4133.4,1.413,34.6948,2.0,34.6935,2.0,161.3,2.0,161.1,2.0,141.6,6.0,35.2,6.0,0.0,6.0,2.51,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.0819,34.8571,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1060,45.0,1.0,1061,33RO20150410,     P16N.1,1.0,1.0,2.0,20150423.0,1048.0,-0.9002,-150.9997,4728,4718.8,1.3307,34.7013,2.0,34.7043,2.0,182.2,2.0,181.6,2.0,128.1,6.0,33.6,6.0,0.0,6.0,2.39,4.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,,9.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,0.9354,34.868,2.0,,2.0,,9.0,,,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1061,46.0,24.0,1062,33RO20150410,     P16N.1,1.0,24.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,4.8,28.4533,35.2867,2.0,35.2869,2.0,195.6,2.0,196.7,2.0,2.0,2.0,3.6,2.0,0.31,2.0,0.44,4.0,1.516,3.0,0.937,2.0,1.245,2.0,2021.0,6.0,2321.1,2.0,8.032,2.0,25.02,,9.0,,9.0,,9.0,,0.74,2.0,44.8,2.0,2.4,,9.0,,63.2,2.0,7.5,2.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,28.4522,35.4533,2.0,,2.0,,9.0,7.006,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1062,46.0,23.0,1063,33RO20150410,     P16N.1,1.0,23.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,20.7,28.4582,35.2857,2.0,35.2855,2.0,196.0,2.0,196.2,2.0,2.7,2.0,3.6,2.0,0.31,2.0,0.45,4.0,1.502,3.0,0.942,2.0,1.242,6.0,2021.2,2.0,2321.9,2.0,8.0317,2.0,25.02,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,63.3,2.0,7.5,2.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,28.4533,35.4519,2.0,,2.0,,9.0,6.8975,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1063,46.0,22.0,1064,33RO20150410,     P16N.1,1.0,22.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,42.2,28.4407,35.2863,2.0,35.2881,2.0,196.1,2.0,196.1,2.0,1.9,2.0,3.6,2.0,0.3,2.0,0.46,4.0,1.502,3.0,0.932,2.0,1.23,2.0,2021.4,2.0,2322.2,2.0,8.0318,6.0,25.01,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,62.8,2.0,7.3,2.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,28.4306,35.4545,2.0,,2.0,,9.0,7.136,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1064,46.0,21.0,1065,33RO20150410,     P16N.1,1.0,21.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,67.6,28.0069,35.3507,2.0,35.355,2.0,193.5,2.0,194.0,2.0,2.0,2.0,4.0,2.0,0.15,2.0,0.51,4.0,1.514,3.0,0.942,2.0,1.246,2.0,2029.5,2.0,2328.7,2.0,8.029,2.0,25.01,,9.0,,9.0,,9.0,,0.46,2.0,29.4,2.0,2.2,,9.0,,62.0,2.0,8.1,2.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,27.991,35.5217,2.0,,2.0,,9.0,6.79,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1065,46.0,20.0,1066,33RO20150410,     P16N.1,1.0,20.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,92.4,27.242,35.313,2.0,35.32,2.0,188.3,2.0,188.2,2.0,2.2,2.0,4.6,2.0,0.34,2.0,0.62,4.0,1.544,3.0,0.953,2.0,1.244,2.0,2039.3,2.0,2325.7,6.0,8.005,6.0,25.01,,9.0,,9.0,,9.0,,0.43,2.0,24.3,2.0,2.4,,9.0,,60.6,2.0,8.9,2.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,27.2206,35.4865,6.0,,2.0,,9.0,6.739,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1066,46.0,19.0,1067,33RO20150410,     P16N.1,1.0,19.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,132.7,24.9531,35.4857,2.0,35.5003,2.0,144.5,2.0,149.7,2.0,2.9,2.0,9.7,2.0,0.04,2.0,0.82,4.0,1.686,2.0,1.032,2.0,1.218,2.0,2085.2,2.0,2334.9,2.0,7.9345,2.0,25.01,,9.0,,9.0,,9.0,,0.6,6.0,38.5,6.0,5.1,,9.0,,56.0,2.0,12.1,2.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,24.9243,35.6677,2.0,,2.0,,9.0,10.197,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1067,46.0,18.0,1068,33RO20150410,     P16N.1,1.0,18.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,200.0,12.6696,34.9086,2.0,34.92,2.0,105.7,2.0,106.7,2.0,17.1,2.0,22.3,2.0,0.01,2.0,1.57,4.0,1.531,6.0,0.838,6.0,0.477,6.0,2181.3,2.0,2309.7,2.0,7.6758,6.0,25.01,,9.0,,9.0,,9.0,,0.29,2.0,9.6,2.0,2.6,,9.0,,43.9,2.0,24.0,2.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,12.6426,35.0847,2.0,,2.0,,9.0,31.5585,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1068,46.0,17.0,1069,33RO20150410,     P16N.1,1.0,17.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,276.5,11.8188,34.838,2.0,34.8415,2.0,60.6,2.0,63.3,2.0,22.7,2.0,28.4,2.0,0.01,2.0,1.92,4.0,1.156,2.0,0.627,2.0,0.291,2.0,2217.3,2.0,2306.2,2.0,7.5646,2.0,25.01,,9.0,,9.0,,9.0,,0.04,2.0,-3.1,2.0,2.3,,9.0,,45.6,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,11.783,35.0058,2.0,,2.0,,9.0,49.351,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1069,46.0,16.0,1070,33RO20150410,     P16N.1,1.0,16.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,366.8,10.0646,34.7327,2.0,34.7236,2.0,53.8,2.0,51.2,2.0,29.0,2.0,33.1,2.0,0.01,2.0,2.23,4.0,0.668,2.0,0.36,2.0,0.153,2.0,2239.1,6.0,2305.9,2.0,7.4944,2.0,25.0,,9.0,,9.0,,9.0,,0.0,2.0,-44.1,2.0,2.5,,9.0,,43.6,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,10.0216,34.8873,2.0,,2.0,,9.0,52.907,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1070,46.0,15.0,1071,33RO20150410,     P16N.1,1.0,15.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,468.3,7.7748,34.6049,2.0,34.6067,2.0,52.2,2.0,55.4,2.0,40.7,2.0,37.2,2.0,0.01,2.0,2.5,4.0,0.252,2.0,0.135,2.0,0.047,2.0,2258.3,2.0,2311.7,2.0,7.4593,2.0,25.01,,9.0,,9.0,,9.0,,0.07,2.0,-95.3,2.0,2.1,,9.0,,42.9,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,7.7276,34.7698,2.0,,2.0,,9.0,47.895,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1071,46.0,14.0,1072,33RO20150410,     P16N.1,1.0,14.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,600.8,6.7975,34.5685,2.0,34.5727,2.0,61.5,2.0,61.8,2.0,49.2,2.0,38.5,2.0,0.01,2.0,2.61,4.0,0.125,3.0,0.05,2.0,0.0,2.0,2266.6,2.0,2320.2,2.0,7.4548,2.0,25.0,,9.0,,9.0,,9.0,,0.07,2.0,-112.4,2.0,2.9,,9.0,,40.3,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,6.7409,34.7357,2.0,,2.0,,9.0,42.339,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1072,46.0,13.0,1073,33RO20150410,     P16N.1,1.0,13.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,750.8,5.3113,34.5464,2.0,34.5454,2.0,76.2,2.0,76.7,2.0,68.6,2.0,39.2,2.0,0.01,2.0,2.72,4.0,0.032,2.0,0.019,2.0,0.0,2.0,2281.7,2.0,2341.0,2.0,7.4649,2.0,25.01,,9.0,,9.0,,9.0,,0.08,2.0,-148.6,2.0,2.1,,9.0,,39.2,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,5.2483,34.7083,2.0,,2.0,,9.0,37.377,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1073,46.0,12.0,1074,33RO20150410,     P16N.1,1.0,12.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,900.7,4.8996,34.5486,2.0,34.5505,2.0,81.3,2.0,81.3,2.0,75.8,2.0,39.3,2.0,0.01,2.0,2.72,4.0,0.022,2.0,0.014,2.0,0.0,2.0,2290.1,2.0,2346.2,2.0,7.4707,6.0,25.01,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,38.8,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,4.8258,34.7134,2.0,,2.0,,9.0,35.947,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1074,46.0,11.0,1075,33RO20150410,     P16N.1,1.0,11.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,1050.2,4.2246,34.5637,2.0,34.5629,2.0,80.2,2.0,80.4,2.0,91.0,2.0,39.8,2.0,0.0,2.0,2.8,4.0,0.026,2.0,0.016,2.0,0.018,2.0,2305.9,2.0,2362.2,2.0,7.4648,2.0,25.01,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,40.1,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,4.1428,34.7259,2.0,,2.0,,9.0,34.713,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1075,46.0,10.0,1076,33RO20150410,     P16N.1,1.0,10.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,1232.7,3.7943,34.5758,2.0,34.5759,2.0,84.7,2.0,84.6,2.0,100.3,2.0,39.8,2.0,0.01,2.0,2.8,4.0,0.008,2.0,0.004,2.0,0.0,2.0,2315.7,2.0,2374.9,2.0,7.4704,2.0,25.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,38.6,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,3.7007,34.7389,2.0,,2.0,,9.0,33.295,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1076,46.0,9.0,1077,33RO20150410,     P16N.1,1.0,9.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,1499.4,3.1157,34.6017,2.0,34.6008,2.0,89.3,2.0,89.9,2.0,116.9,2.0,39.9,2.0,0.0,2.0,2.82,4.0,0.0,2.0,0.001,2.0,0.0,2.0,2329.5,2.0,2391.2,2.0,7.4779,2.0,25.01,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,38.1,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,3.0065,34.764,2.0,,2.0,,9.0,30.881,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1077,46.0,8.0,1078,33RO20150410,     P16N.1,1.0,8.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,1866.7,2.4691,34.6317,2.0,34.6226,4.0,102.3,2.0,102.7,2.0,131.6,2.0,39.1,2.0,0.02,2.0,2.76,4.0,-0.001,2.0,-0.001,2.0,0.0,2.0,2338.4,2.0,2408.7,2.0,7.501,2.0,25.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,36.7,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,2.337,34.7859,3.0,,2.0,,9.0,27.135,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1078,46.0,7.0,1079,33RO20150410,     P16N.1,1.0,7.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,2267.6,1.995,34.6568,2.0,34.6562,2.0,114.9,2.0,115.9,2.0,143.5,2.0,38.4,2.0,0.01,2.0,2.7,4.0,0.004,2.0,0.001,2.0,0.0,2.0,2344.9,2.0,2422.7,2.0,7.5232,2.0,25.01,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,39.2,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.8356,34.8197,2.0,,2.0,,9.0,24.592,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1079,46.0,6.0,1080,33RO20150410,     P16N.1,1.0,6.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,2668.5,1.7897,34.6684,2.0,34.6661,2.0,126.0,2.0,126.1,2.0,145.5,2.0,37.6,2.0,0.0,2.0,2.64,4.0,0.001,2.0,-0.001,2.0,0.0,2.0,2339.4,2.0,2426.2,2.0,7.5421,6.0,25.02,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,38.8,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.5979,34.8295,2.0,,2.0,,9.0,23.024,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1080,46.0,5.0,1081,33RO20150410,     P16N.1,1.0,5.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,3067.7,1.6598,34.676,2.0,34.6747,2.0,136.6,2.0,136.2,2.0,145.7,2.0,36.9,2.0,0.0,2.0,2.6,4.0,0.001,2.0,0.0,2.0,0.0,2.0,2334.4,2.0,2425.5,2.0,7.5577,2.0,25.0,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,41.0,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.4329,34.8382,2.0,,2.0,,9.0,22.081,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1081,46.0,4.0,1082,33RO20150410,     P16N.1,1.0,4.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,3466.2,1.5327,34.6842,2.0,34.6838,2.0,147.5,2.0,147.7,2.0,143.5,6.0,36.2,6.0,0.01,6.0,2.52,4.0,0.001,2.0,-0.001,2.0,0.0,2.0,2326.6,2.0,2425.5,2.0,7.5756,6.0,25.01,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,37.1,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.2691,34.8473,2.0,,2.0,,9.0,20.97,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
1082,46.0,3.0,1083,33RO20150410,     P16N.1,1.0,3.0,2.0,20150423.0,1543.0,-0.7399,-151.0,4608,3866.9,1.4249,34.693,2.0,34.692,2.0,157.5,2.0,157.8,2.0,143.8,6.0,35.6,6.0,0.0,6.0,2.47,4.0,-0.002,6.0,0.001,6.0,0.0,2.0,2322.1,2.0,2429.0,2.0,7.5954,2.0,25.03,,9.0,,9.0,,9.0,,,9.0,,9.0,,,9.0,,37.7,2.0,,9.0,,9.0,,,,,,9.0,,,9.0,,,9.0,,,9.0,,1.1223,34.8556,2.0,,3.0,,9.0,19.7725,2.0,"['P16C', 'P16N', 'P16']",2015-04-10,2015-05-13,Bonnie
