,STNNBR,CASTNO,CTDPRS,Unnamed: 0,EXPOCODE,SECT_ID,SAMPNO,BTLNBR,BTLNBR_FLAG_W,BTLNBR_U,BTLNBR_U_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DELC13,DELC13_FLAG_W,C13ERR,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,SBE35,SBE35_FLAG_W,SILUNC,NRAUNC,NRIUNC,PHPUNC,CS-137,CS-137_FLAG_W,CS137ER,PLUTO,PLUTO_FLAG_W,PLUTOER,THETA,SIG0,Cruise,N2O,d15Nbulk,d18O,SP,woce_lines,startDate,endDate,source,N2O_FLAG_W
2649,103.0,1.0,3419.6,2674,49NZ20070724,        P01,2.0,,9.0,2.0,2.0,20070827.0,453.0,46.992,-133.4665,3642,2.0,1.5589,2.0,34.6658,2.0,,9.0,116.87,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.55893,2.0,,,,,,9.0,,,9.0,,1.2996,27.7563,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2650,103.0,1.0,3419.9,2665,49NZ20070724,        P01,11.0,,2.0,11.0,2.0,20070827.0,453.0,46.992,-133.4665,3642,2.0,1.559,2.0,34.6658,2.0,34.6663,2.0,116.91,2.0,117.14,2.0,171.37,2.0,38.58,2.0,0.0,2.0,2.713,2.0,,9.0,,9.0,,9.0,2358.4,2.0,2429.8,2.0,7.5424,2.0,25.0,,9.0,,,9.0,,,9.0,1.55898,2.0,0.5,0.14,0.01,0.017,,9.0,,,9.0,,1.2996,27.7563,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2651,103.0,1.0,3696.0,2675,49NZ20070724,        P01,1.0,,2.0,1.0,2.0,20070827.0,453.0,46.992,-133.4665,3642,2.0,1.555,2.0,34.6715,2.0,34.6715,6.0,121.5,2.0,121.59,2.0,173.67,2.0,38.39,2.0,0.0,2.0,2.701,2.0,0.0,2.0,0.0,2.0,0.002,2.0,2357.8,2.0,2434.5,2.0,7.5532,2.0,25.0,,9.0,,,9.0,,,9.0,1.55485,2.0,0.5,0.14,0.01,0.017,,9.0,,,9.0,,1.2672,27.7631,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2652,104.0,1.0,10.6,2676,49NZ20070724,        P01,36.0,,2.0,36.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,16.2099,2.0,32.3676,2.0,32.3603,2.0,261.89,2.0,260.01,2.0,5.84,2.0,0.36,2.0,0.03,2.0,0.478,2.0,2.755,2.0,1.631,2.0,,5.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,16.20999,2.0,0.13,0.03,0.01,0.013,,9.0,,,9.0,,16.2082,23.6768,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2653,104.0,1.0,49.7,2677,49NZ20070724,        P01,35.0,,2.0,35.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,9.4073,2.0,32.4568,2.0,32.4569,2.0,291.54,2.0,289.12,2.0,8.41,2.0,7.21,2.0,0.41,2.0,0.975,2.0,3.966,2.0,2.244,2.0,0.377,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,9.43452,2.0,0.14,0.05,0.0,0.013,,9.0,,,9.0,,9.402,25.0639,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2654,104.0,1.0,99.7,2678,49NZ20070724,        P01,34.0,,2.0,34.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,7.3869,2.0,32.65,2.0,32.694,2.0,269.71,2.0,265.28,2.0,14.27,2.0,13.91,2.0,0.03,2.0,1.293,2.0,4.179,2.0,2.342,2.0,0.326,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,7.38855,2.0,0.15,0.07,0.01,0.014,,1.0,,,9.0,,7.3777,25.5166,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2655,104.0,1.0,149.8,2679,49NZ20070724,        P01,33.0,,2.0,33.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,7.085,2.0,33.5642,2.0,33.5831,2.0,188.98,2.0,187.76,2.0,29.46,2.0,23.74,2.0,0.02,2.0,1.775,2.0,3.92,6.0,2.121,6.0,0.256,6.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,7.08498,2.0,0.18,0.1,0.01,0.015,,9.0,,,9.0,,7.0713,26.2781,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2656,104.0,1.0,199.7,2680,49NZ20070724,        P01,32.0,,2.0,32.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,6.7015,2.0,33.8651,2.0,33.8663,2.0,132.0,2.0,132.16,2.0,42.92,2.0,29.98,2.0,0.02,2.0,2.166,2.0,3.253,2.0,1.677,2.0,0.207,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,6.70206,2.0,0.21,0.12,0.01,0.015,,1.0,,,9.0,,6.6836,26.5675,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2657,104.0,1.0,249.7,2681,49NZ20070724,        P01,31.0,,2.0,31.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,6.2064,2.0,33.9369,2.0,33.9389,6.0,94.63,2.0,93.02,2.0,54.31,2.0,34.42,2.0,0.02,2.0,2.472,2.0,2.563,2.0,1.274,2.0,0.145,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,6.20646,2.0,0.24,0.13,0.01,0.016,,9.0,,,9.0,,6.1849,26.6892,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2658,104.0,1.0,301.1,2682,49NZ20070724,        P01,30.0,,2.0,30.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,5.8136,2.0,33.9673,2.0,33.9649,2.0,74.21,2.0,74.68,2.0,61.47,2.0,36.87,2.0,0.02,2.0,2.633,2.0,2.18,2.0,1.059,2.0,0.111,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,5.81367,2.0,0.25,0.14,0.01,0.017,,9.0,,,9.0,,5.7884,26.763,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2659,104.0,1.0,400.1,2683,49NZ20070724,        P01,29.0,,2.0,29.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,5.168,2.0,34.0263,2.0,34.0231,2.0,47.06,2.0,47.98,2.0,75.47,2.0,40.24,2.0,0.01,2.0,2.882,2.0,1.444,2.0,0.686,2.0,0.077,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,5.17042,2.0,0.29,0.15,0.01,0.017,,1.0,,,9.0,,5.1362,26.8876,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2660,104.0,1.0,499.6,2684,49NZ20070724,        P01,28.0,,2.0,28.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,4.4861,2.0,34.0542,2.0,34.0552,6.0,38.46,2.0,38.47,2.0,88.6,2.0,42.04,2.0,0.01,2.0,2.992,2.0,1.088,2.0,0.514,2.0,0.053,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,4.48646,2.0,0.31,0.15,0.01,0.017,,9.0,,,9.0,,4.4487,26.9866,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2661,104.0,1.0,600.3,2685,49NZ20070724,        P01,27.0,,2.0,27.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,4.1861,2.0,34.1357,2.0,34.1365,2.0,22.78,2.0,23.08,2.0,100.25,2.0,43.28,2.0,0.01,2.0,3.091,2.0,0.554,2.0,0.263,2.0,0.036,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,4.18636,2.0,0.34,0.15,0.01,0.018,,1.0,,,9.0,,4.142,27.0839,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2662,104.0,1.0,699.2,2686,49NZ20070724,        P01,26.0,,2.0,26.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,3.9609,2.0,34.2082,2.0,34.2099,2.0,14.37,2.0,14.53,2.0,110.2,2.0,44.1,2.0,0.01,2.0,3.164,2.0,0.237,6.0,0.118,6.0,0.019,6.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,3.96045,2.0,0.36,0.16,0.01,0.018,,9.0,,,9.0,,3.9101,27.1655,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2663,104.0,1.0,801.0,2687,49NZ20070724,        P01,25.0,,2.0,25.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,3.6931,2.0,34.2745,2.0,34.274,2.0,10.75,2.0,10.9,2.0,119.41,2.0,44.45,2.0,0.01,2.0,3.202,2.0,0.105,2.0,0.049,2.0,0.0,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,3.69303,2.0,0.38,0.16,0.01,0.018,,1.0,,,9.0,,3.6359,27.2457,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2664,104.0,1.0,900.1,2688,49NZ20070724,        P01,24.0,,2.0,24.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,3.4913,2.0,34.3199,2.0,34.3203,2.0,9.64,2.0,9.55,2.0,126.39,2.0,44.55,2.0,0.01,2.0,3.2,2.0,0.054,2.0,0.02,2.0,0.004,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,3.49127,2.0,0.4,0.16,0.01,0.018,,9.0,,,9.0,,3.4277,27.3022,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2665,104.0,1.0,1000.3,2689,49NZ20070724,        P01,23.0,,2.0,23.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,3.2639,2.0,34.3628,2.0,34.3619,6.0,9.95,2.0,9.8,2.0,133.62,2.0,44.82,2.0,0.01,2.0,3.219,2.0,0.022,2.0,0.015,2.0,0.007,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,3.26389,2.0,0.41,0.16,0.01,0.018,,1.0,,,9.0,,3.1942,27.3585,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2666,104.0,1.0,1200.0,2690,49NZ20070724,        P01,22.0,,2.0,22.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,2.8959,2.0,34.4223,2.0,34.4223,2.0,12.54,2.0,12.48,2.0,144.95,2.0,44.79,2.0,0.01,2.0,3.207,2.0,0.007,2.0,0.006,2.0,0.008,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,2.89593,2.0,0.44,0.16,0.01,0.018,,9.0,,,9.0,,2.8137,27.4407,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2667,104.0,1.0,1400.3,2691,49NZ20070724,        P01,21.0,,2.0,21.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,2.5509,2.0,34.4816,2.0,34.4815,2.0,19.98,2.0,20.03,2.0,155.49,2.0,44.61,2.0,0.01,2.0,3.171,2.0,0.001,2.0,0.002,2.0,0.005,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,2.55077,2.0,0.46,0.16,0.01,0.018,,9.0,,,9.0,,2.4564,27.5191,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2668,104.0,1.0,1600.4,2692,49NZ20070724,        P01,20.0,,2.0,20.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,2.2863,2.0,34.5262,2.0,34.5263,2.0,31.29,2.0,31.41,2.0,162.03,2.0,44.1,2.0,0.01,2.0,3.115,2.0,0.0,2.0,0.003,2.0,0.0,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,2.28643,2.0,0.48,0.16,0.01,0.018,,9.0,,,9.0,,2.1789,27.5778,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2669,104.0,1.0,1800.4,2693,49NZ20070724,        P01,19.0,,2.0,19.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,2.0737,2.0,34.5642,2.0,34.5639,6.0,46.22,2.0,46.35,2.0,167.15,2.0,43.02,2.0,0.01,2.0,3.044,2.0,0.001,2.0,0.003,2.0,0.0,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,2.0737,2.0,0.49,0.15,0.01,0.018,,9.0,,,9.0,,1.9529,27.6262,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2670,104.0,1.0,2001.1,2705,49NZ20070724,        P01,7.0,,2.0,7.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.9445,2.0,34.5892,2.0,,9.0,57.75,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.94476,2.0,,,,,,1.0,,,9.0,,1.809,27.6574,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2671,104.0,1.0,2001.4,2702,49NZ20070724,        P01,10.0,,2.0,10.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.9443,2.0,34.5892,2.0,,9.0,57.75,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.94463,2.0,,,,,,1.0,,,9.0,,1.8087,27.6574,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2672,104.0,1.0,2001.5,2694,49NZ20070724,        P01,18.0,,2.0,18.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.9453,2.0,34.589,2.0,34.5891,2.0,57.65,2.0,57.75,2.0,169.63,2.0,42.46,2.0,0.01,2.0,2.992,2.0,0.001,2.0,0.001,2.0,0.0,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.94547,2.0,0.49,0.15,0.01,0.017,,1.0,,,9.0,,1.8097,27.6572,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2673,104.0,1.0,2001.5,2708,49NZ20070724,        P01,4.0,,2.0,4.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.9453,2.0,34.589,2.0,,9.0,57.69,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.9454,2.0,,,,,,1.0,,,9.0,,1.8097,27.6572,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2674,,1.0,2603.5,1617,49NZ20070724,        P01,15.0,,2.0,,9.0,20070818.0,2338.0,46.9983,-164.9857,5334,2.0,1.6844,2.0,34.6358,2.0,34.6356,6.0,92.04,2.0,91.87,2.0,166.7,2.0,39.93,2.0,0.02,2.0,2.83,2.0,,9.0,,9.0,,9.0,2366.8,2.0,2420.2,2.0,7.4861,2.0,,-0.336,3.0,0.006,-235.5,2.0,2.1,,9.0,1.68442,2.0,0.49,0.14,0.01,0.017,,9.0,,,9.0,,1.5008,27.7178,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2675,104.0,1.0,2200.4,2695,49NZ20070724,        P01,17.0,,2.0,17.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.8467,2.0,34.6082,2.0,34.6083,2.0,68.36,2.0,68.56,2.0,171.66,2.0,41.7,2.0,0.01,2.0,2.947,2.0,0.0,2.0,0.0,2.0,0.0,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.84671,2.0,0.5,0.15,0.01,0.017,,9.0,,,9.0,,1.6958,27.6812,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2676,104.0,1.0,2400.5,2696,49NZ20070724,        P01,16.0,,2.0,16.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.7686,2.0,34.6231,2.0,34.6234,2.0,78.29,2.0,78.5,2.0,172.44,2.0,41.12,2.0,0.01,2.0,2.897,2.0,0.0,2.0,0.0,2.0,0.0,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.76863,2.0,0.5,0.15,0.01,0.017,,9.0,,,9.0,,1.6016,27.7002,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2677,104.0,1.0,2600.9,2697,49NZ20070724,        P01,15.0,,2.0,15.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.6991,2.0,34.6355,2.0,34.6355,6.0,88.07,2.0,88.38,2.0,172.98,2.0,40.46,2.0,0.01,2.0,2.85,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.69905,2.0,0.5,0.15,0.01,0.017,,9.0,,,9.0,,1.5154,27.7166,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2678,104.0,1.0,2802.0,2698,49NZ20070724,        P01,14.0,,2.0,14.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.6651,2.0,34.6428,2.0,34.6431,2.0,94.16,2.0,94.49,2.0,173.21,2.0,40.18,2.0,0.01,2.0,2.824,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.66503,2.0,0.5,0.15,0.01,0.017,,9.0,,,9.0,,1.4636,27.7262,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2679,104.0,1.0,2999.4,2709,49NZ20070724,        P01,3.0,,2.0,3.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.6347,2.0,34.6497,2.0,,9.0,100.29,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.63469,2.0,,,,,,1.0,,,9.0,,1.4151,27.7352,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2680,104.0,1.0,2999.5,2699,49NZ20070724,        P01,13.0,,2.0,13.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.6345,2.0,34.6498,2.0,34.6501,2.0,100.4,2.0,100.63,2.0,173.0,2.0,39.84,2.0,0.01,2.0,2.789,2.0,0.0,2.0,0.003,2.0,0.0,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.63444,2.0,0.5,0.14,0.01,0.017,,1.0,,,9.0,,1.4149,27.7353,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2681,104.0,1.0,2999.5,2706,49NZ20070724,        P01,6.0,,2.0,6.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.6352,2.0,34.6498,2.0,,9.0,100.33,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.63527,2.0,,,,,,1.0,,,9.0,,1.4156,27.7352,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2682,104.0,1.0,3000.1,2703,49NZ20070724,        P01,9.0,,2.0,9.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.6355,2.0,34.6497,2.0,,9.0,100.29,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.63553,2.0,,,,,,1.0,,,9.0,,1.4158,27.7351,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2683,104.0,1.0,3250.1,2700,49NZ20070724,        P01,12.0,,2.0,12.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.5773,2.0,34.6611,2.0,34.6613,2.0,111.6,2.0,111.88,2.0,172.07,2.0,39.1,2.0,0.01,2.0,2.718,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.5773,2.0,0.5,0.14,0.01,0.017,,9.0,,,9.0,,1.3345,27.7501,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2684,104.0,1.0,3339.7,2710,49NZ20070724,        P01,2.0,,2.0,2.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.5629,2.0,34.6647,2.0,,9.0,114.66,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.5627,2.0,,,,,,1.0,,,9.0,,1.3115,27.7546,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2685,104.0,1.0,3339.8,2711,49NZ20070724,        P01,1.0,,2.0,1.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.5628,2.0,34.6648,2.0,34.6651,6.0,114.68,2.0,114.99,2.0,172.76,2.0,38.94,2.0,0.01,2.0,2.724,2.0,0.003,2.0,0.003,2.0,0.0,2.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.56263,2.0,0.5,0.14,0.01,0.017,,9.0,,,9.0,,1.3114,27.7547,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2686,104.0,1.0,3340.0,2704,49NZ20070724,        P01,8.0,,2.0,8.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.5628,2.0,34.6648,2.0,,9.0,114.7,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.56266,2.0,,,,,,1.0,,,9.0,,1.3114,27.7547,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2687,104.0,1.0,3340.1,2707,49NZ20070724,        P01,5.0,,2.0,5.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.5627,2.0,34.6649,2.0,,9.0,114.68,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.56262,2.0,,,,,,1.0,,,9.0,,1.3113,27.7548,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2688,104.0,1.0,3340.2,2701,49NZ20070724,        P01,11.0,,2.0,11.0,2.0,20070827.0,1036.0,46.997,-132.3657,3299,2.0,1.5627,2.0,34.6648,2.0,,9.0,114.71,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,1.56257,2.0,,,,,,1.0,,,9.0,,1.3113,27.7547,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2689,105.0,1.0,10.5,2712,49NZ20070724,        P01,36.0,,2.0,36.0,2.0,20070827.0,1620.0,47.0065,-131.2317,2945,2.0,16.3643,2.0,32.3615,2.0,32.3525,2.0,258.19,2.0,255.93,2.0,5.94,2.0,0.47,2.0,0.03,2.0,0.484,2.0,2.685,2.0,1.569,2.0,,5.0,1951.9,2.0,2179.6,2.0,7.9709,6.0,25.0,,9.0,,,9.0,,,9.0,16.36025,2.0,0.13,0.03,0.01,0.013,,9.0,,,9.0,,16.3627,23.6371,MR07-04,9.10793,7.51128,45.37955,17.32725,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
2690,105.0,1.0,10.6,2740,49NZ20070724,        P01,8.0,,9.0,8.0,2.0,20070827.0,1620.0,47.0065,-131.2317,2945,2.0,16.3682,2.0,32.362,2.0,,9.0,258.23,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,16.36724,2.0,,,,,,9.0,,,9.0,,16.3665,23.6366,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2691,105.0,1.0,10.9,2735,49NZ20070724,        P01,13.0,,9.0,13.0,2.0,20070827.0,1620.0,47.0065,-131.2317,2945,2.0,16.3834,2.0,32.3628,2.0,,9.0,258.18,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,16.38255,2.0,,,,,,9.0,,,9.0,,16.3817,23.6337,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2692,105.0,1.0,35.0,2745,49NZ20070724,        P01,3.0,,9.0,3.0,2.0,20070827.0,1620.0,47.0065,-131.2317,2945,2.0,13.1884,2.0,32.3406,2.0,,9.0,296.05,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,13.1892,2.0,,,,,,9.0,,,9.0,,13.1837,24.2973,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2693,105.0,1.0,35.0,2746,49NZ20070724,        P01,2.0,,2.0,2.0,2.0,20070827.0,1620.0,47.0065,-131.2317,2945,2.0,13.2097,2.0,32.3383,2.0,,9.0,295.43,2.0,292.18,2.0,6.48,2.0,1.91,2.0,0.05,2.0,0.607,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,13.20082,2.0,0.13,0.04,0.01,0.013,,9.0,,,9.0,,13.205,24.2913,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2694,105.0,1.0,50.3,2741,49NZ20070724,        P01,7.0,,9.0,7.0,2.0,20070827.0,1620.0,47.0065,-131.2317,2945,2.0,9.1181,2.0,32.4192,2.0,,9.0,289.62,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,9.13818,2.0,,,,,,9.0,,,9.0,,9.1128,25.0802,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2695,105.0,1.0,50.4,2736,49NZ20070724,        P01,12.0,,9.0,12.0,2.0,20070827.0,1620.0,47.0065,-131.2317,2945,2.0,9.4809,2.0,32.4006,2.0,,9.0,282.97,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,9.46809,2.0,,,,,,9.0,,,9.0,,9.4755,25.0082,,,,,,['P01'],2007-07-24,2007-09-03,JAMSTEC,
2696,105.0,1.0,50.6,2713,49NZ20070724,        P01,35.0,,2.0,35.0,2.0,20070827.0,1620.0,47.0065,-131.2317,2945,2.0,9.1442,2.0,32.4159,2.0,32.4183,2.0,287.61,2.0,288.6,2.0,7.52,2.0,6.68,2.0,0.56,2.0,0.954,2.0,3.892,2.0,2.188,2.0,0.391,2.0,2014.6,6.0,2178.0,2.0,7.8303,2.0,25.0,,9.0,,,9.0,,,9.0,9.08512,2.0,0.14,0.05,0.0,0.013,,9.0,,,9.0,,9.1389,25.0735,MR07-04,15.62404,6.94128,43.83168,13.52159,['P01'],2007-07-24,2007-09-03,JAMSTEC,2.0
